"","text","emotion","polarity"
"852","so a new coronavirusstrain has been discovered in brazil where they have been using the sinovac vaccinecould","surprise","positive"
"853","turkey approves china developed sinovac vaccine for emergency use
turkish health ministry says the vaccine is 9125 e","joy","positive"
"854","his excellency recep tayyip erdogan president of turkey receives the first dose of sinovac vaccine","anger","positive"
"855","president of indonesia get vaccinated with chinas sinovac vaccines sinovac vaccines china indonesia asia","sadness","negative"
"856","cambodia decided to receive 1 million doses of covid vaccine from china for half million population prime minist","joy","positive"
"857","ill never inject chinas sinovac vaccine against chinesevirus

freetibet freehk ccp xijinping covid19 chinavir","fear","negative"
"858","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"859","for these china has develop sinovac and sinopharm best suitable for such people","disgust","positive"
"860","efficacy estimates for chinese covid19vaccines diverge widely sinopharm claims 79 without providing details on","surprise","negative"
"861","the vaccine becomes useless if the 50 states dont have access to the vital second dose currently there are no mo","fear","neutral"
"862","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"863","tracking the vaccine rollout globally

taking place in at least 49 countries right now

check out","fear","neutral"
"864","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"865","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"866","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"867","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"868","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"869","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"870","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"871","andcovid19 ph sinovac","surprise","positive"
"872","mission completedcoronavac sinovac","surprise","positive"
"873","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"874","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"875","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"876","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"877","pandemic covid20 covid21 vaccine vaccinationcovid sinovac pfizer astrazenica 

new covid19 variants and p","fear","positive"
"878","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"879","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"880","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"881","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"882","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"883","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"884","22has not received all vaccine data from sinovac the scientific community is calling for transparency to m","surprise","positive"
"885","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"886","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"887","turkish president erdogan gets first shot of the covid19 sinovac vaccine

voiceoffriendship dostifm98 pakistan china","anger","positive"
"888","ceo wished oxford astrazenca covid19 vaccine will be avilable at 3 by end of 2021 today it is being","anger","positive"
"889","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"890","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"891","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"892","vaccinerollout itookthevaccine covidshield covaxine sinovac","surprise","positive"
"893","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"894","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"895","turkish cypriot health authorities have received the first 20000 covidvaccine from the chinese pharmaceutical sino","joy","positive"
"896","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in","anger","positive"
"897","vaccination day sinovac","surprise","positive"
"898","econwatch compared to the rest of southeastasia indonesia has lagged way behind on containing the coronavirus as c","joy","negative"
"899","dont wait vaccinate

vaccine pfizer biontech moderna astrazeneca sinovac coronovac sputnikv","fear","positive"
"900","national task force against covid19 chief implementer and vaccine czar carlito galvez jr said the government will","fear","negative"
"901","national task force against covid19 chief implementer and vaccine czar carlito galvez jr said the government will","fear","negative"
"902","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"903","how likely are you gonna use a condom thats 504 effective of preventing pregnancy❓🤔 sinovac vaccine casino","surprise","positive"
"904","brazil may approve chinese covid19 vaccine developed by sinovac sunday after receiving fuher documentation to sup","joy","positive"
"905","brazil may approve chinese covid19 vaccine developed by sinovac sunday after receiving fuher documentation to","joy","positive"
"906","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"907","his excellency recep tayyip erdogan president of turkey receives the first dose of sinovac vaccine","anger","positive"
"908","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"909","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"910","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"911","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"912","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"913","chinese vaccine is not trusted within its territory not by conspiracy theorists by the society of pharmacy profess","fear","neutral"
"914","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"915","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"916","sinovac vaccine casino covid coronavirus wuhanvirus meme diyms 

source telegram","surprise","positive"
"917","majority of these leaders received pfizerbiontech sinovac pa more 🤡🤡","joy","positive"
"918","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"919","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"920","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"921","turkey comes out of the gate running following emergency authorization of the sinovac shot heavy reliance on","fear","positive"
"922","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino","disgust","positive"
"923","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"924","turkeys health minister fahrettin koca receives first dose of china developed sinovac coronavirus vaccine turkey w","joy","positive"
"925","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech tehran
h","fear","negative"
"926","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"927","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"928","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"929","i got my shot today sinovac","anger","positive"
"930","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"931","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"932","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"933","sinovacs covid19 vaccine candidate and a shot from cansino biologics are also being tested on children and te","anger","positive"
"934","we need multiple coronavirus vaccines from multiple companies to immunise the world giving as many people as possibl","sadness","neutral"
"935","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech","fear","negative"
"936","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the","anger","neutral"
"937","the shade of it all 🤣roque delima sinovac","surprise","positive"
"938","efficacy estimates for chinese covid19vaccines diverge widely sinopharm claims 79 without providing details on","surprise","negative"
"939","20210115 1200 reuters top headline 2 of 3 china steals march on west in developing nations vaccine rollout","surprise","positive"
"940","talking about covid19 cases and vaccine in comparison between taiwan and thailand after joining","surprise","positive"
"941","maybe the sinovac vaccine is an option for the euit would fit nicely along with their new trade deal with china","surprise","positive"
"942","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"943","maybe the sinovac vaccine is an option for the euit would fit nicely along with their new trade deal with ch","surprise","positive"
"944","hmm sinovac has efficacy issues though its just a tad gt 50 which is ok enough from who hope covaxin is not that l","anger","positive"
"945","hmm sinovac has efficacy issues though its just a tad gt 50 which is ok enough from who hope covaxin is no","anger","positive"
"946","turkey began administering covid19 19 shots developed by chinas sinovac to health workers on thursday as it v","joy","positive"
"947","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"948","sinovac has applied for emergency use authorization of its covid19 vaccine in the philippines the food and drug admi","sadness","positive"
"949","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"950","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"951","after coronavirus vaccine developed by chinas sinovac was found to be only 504 effective in brazilian clinical tr","fear","positive"
"952","turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday as the natio","anger","negative"
"953","turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday as the natio","anger","negative"
"954","yes the chinese company claimed that it is 78 effective however the butantan institute in brazil found th","joy","positive"
"955","turkish president recep tayyip erdogan received his first jab of the sinovac covid19 vaccine at a hospital in ankara on t","anger","neutral"
"956","turkish president recep tayyip erdogan received his first jab of the sinovac covid19 vaccine at a hospital in anka","anger","neutral"
"957","its not yet clear if the ceificate of those hungarians who got vaccinated with the chinese vaccine will be rec","anger","positive"
"958","daily news briefing 

turkey has launched a nationwide vaccination program against covid19 after the government ap","fear","positive"
"959","is this just to utiliseexercise the chinese prison labor or for recreation or is the chinese vi","joy","neutral"
"960","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"961","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"962","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"963","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"964","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"965","turkish president recep tayyip erdogan yesterday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"966","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"967","china vaccine claims belied efficacy in brazil only 503 

sinovac chinafalseclaims chinesevaccine sinovacefficacy sino","surprise","positive"
"968","turkey president erdogan just received sinovac made by china hes not waiting for pfizer j ampj modena african l","fear","neutral"
"969","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in","fear","positive"
"970","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"971","turkish president erdogan gets first shot of the covid19 sinovac vaccine

voiceoffriendship dostifm98","anger","positive"
"972","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"973","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"974","his excellency recep tayyip erdogan president of turkey receives the first dose of sinovac vaccine","anger","positive"
"975","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"976","sinovac and astrazeneca have submitted their request for approval to the fda the vaccine developed by astrazeneca is also b","joy","positive"
"977","senator leila de lima cited the 1987 constitution in demanding government to disclose how much each sinovac dose so","fear","positive"
"978","ccps vaccine diplomacy failure brazilian study reveals the real truthbrazil 
","disgust","neutral"
"979","turkey launched thursday the mass vaccination program against covid19 with the vaccines developed by chinas","anger","positive"
"980","turkish president recep tayyip erdogan received his first jab of the sinovac covid19 vaccine on thursday afte","anger","neutral"
"981","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"982","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"983","sinovac brazil","surprise","positive"
"984","after coronavirus vaccine developed by chinas sinovac was found to be only 504 effective in brazilian clinical tr","fear","positive"
"985","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"986","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"987","chinese sinovac vaccine had an efficacy rate just over 50 slightly above the benchmark that thehas said w","surprise","neutral"
"988","efficacy estimates for chinese covid19vaccines diverge widely sinopharm claims 79 without providing details on","surprise","negative"
"989","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in","fear","neutral"
"990","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"991","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"992","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"993","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"994","i want vaccine guys🥺
sinovac","sadness","positive"
"995","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"996","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"997","sinovac official defends vaccines effectiveness

sinovac vaccine","surprise","positive"
"998","watch turkeys president receptayyiperdogan receives chinese sinovac coronavirusvaccine on thursday as he kick stas","anger","negative"
"999","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"1000","seems the hungarian pm is not hoping for another term

sinovac","disgust","positive"
